"","language_a","language_b","a_text","b_text","sentence_length_b","sentence_length_a"
"959","es","en","Durante los dos años de formación, el investigador realiza dos ciclos completos de 12 meses de duración en dos laboratorios europeos diferentes.","During the two-year training, the trainee shall complete two 12-month training rotations at two different training sites within European laboratories.",20,22
"2229","es","en","En esta reunión se revisó la situación epidemiológica del sarampión en Austria y en las vecinas regiones de Suiza y Alemania.","During this meeting the epidemiological situation of measles in Austria and in the neighbouring regions of Switzerland and Germany was reviewed.",21,21
"1045","es","en","Cada hantavirus es específico de un roedor hospedante.","Each hantavirus is specific to a different rodent host.",9,8
"144","es","en","La gripe causa todos los años muchas muertes que podrían evitarse.","Each year there are many avoidable deaths from influenza.",9,11
"1707","es","en","Todos los años se producen muchos millares de muertes evitables por gripe.","Each year there are many thousands of avoidable deaths from influenza.",11,12
"1481","es","en","El tratamiento precoz con fármacos antivirales resulta eficaz y la infección se previene mediante unas buenas condiciones higiénicas.","Early treatment with antiviral drugs is effective, and infection is prevented through good hygiene conditions.",15,18
"1964","es","en","El tratamiento precoz con el medicamento antiviral ribavirina es eficaz, y la infección se previene implantando buenas condiciones higiénicas.","Early treatment with the antiviral drug ribavirin is effective, and infection is prevented through good hygiene conditions.",17,19
"1251","es","en","El objeto del ECDC es ofrecer asistencia a los FETP existentes y a iniciativas de los Estados miembros para desarrollar dichos programas.","ECDC aims to offer support to existing FETP and to initiatives from MS to develop such programmes.",17,22
"1866","es","en","El ECDC coordinó esta actuación a nivel europeo, prestando su apoyo a las actividades de respuesta de los Estados miembros.","ECDC coordinated this effort for the European level, supporting the Member States in their response activities.",16,20
"220","es","en","Son, en efecto, los órganos de dirección del ECDC los que interpretan y establecen la estrategia global del Centro.","ECDC Governing bodies interpret and set the strategic direction of the agency.",12,19
"1121","es","en","El ECDC tiene un programa estratégico plurianual que sirve como guía de sus actividades y prioridades desde 2007 hasta 2013.","ECDC has a Strategic Multi-annual Programme which provides a roadmap for its activities and priorities from 2007 until 2013.",19,20
"1401","es","en","En 2005, el ECDC ha participado en ejercicios de simulación a gran escala organizados por la Comisión como «New Watchman» y «Common Ground».","ECDC has participated in major exercises organized by the Commission as “New Watchman” and “Common Ground” in 2005.",18,23
"392","es","en","El ECDC ha elaborado recientemente unas  Definiciones de términos para las áreas afectadas por el virus de la gripe A (H1N1) .","ECDC has recently produced a  Definition of terms for the areas affected by the Influenza A(H1N1)v virus .",19,23
"1683","es","en","El ECDC incluye las competencias clave en su herramienta de evaluación de necesidades de formación específicas en los Estados miembros de la UE.","ECDC includes the core competencies in its assessment tool for specific training needs in the EU Member States.",18,23
"1478","es","en","El ECDC implica en estas visitas a expertos en formación del ECDC, los Estados miembros y socios relevantes.","ECDC involves in these visits experts in training from ECDC, Member States and relevant partners.",15,18
"680","es","en","El ECDC es miembro de la familia de la Unión Europea (UE) y se financia con cargo al presupuesto de la UE.","ECDC is a member of the European Union (EU) family, and receives funding from the EU budget.",17,22
"1772","es","en","El ECDC aborda las necesidades de formación de los formadores aprovechándose de distintas oportunidades.","ECDC is addressing the needs of training trainers using different opportunities.",11,14
"1598","es","en","El Centro está desarrollando varios currículos de formación sobre:","ECDC is in the process of developing several training curricula on:",11,9
"727","es","en","El ECDC está desarrollando la Red de Medio Ambiente y Epidemiología Europeos (E3).","ECDC is in the process of developing the European Environment and Epidemiology (E3) Network.",14,13
"1625","es","en","El ECDC prevé efectuar nuevos ejercicios de simulación en 2009 y participar en otros organizados por la Comisión y por otros organismos internacionales.","ECDC is planning to carry out more simulation exercises in 2009 and to participate in exercises organised by the Commission and international organisations.",23,23
"1218","es","en","En consecuencia, el ECDC coopera activamente con los medios de comunicación.","ECDC is therefore proactively working with the media.",8,11
"2273","es","en","El ECDC ofrece ahora fuentes RSS para la actualización de nuestro sitio web.","ECDC now offers RSS feeds for our website updates.",9,13
"1291","es","en","El ECDC sólo mantiene los datos durante el tiempo necesario para cumplir el propósito con el que se habían recopilado o para tramitarlos.","ECDC only keeps the data for the time necessary to fulfil the purpose of collection or further processing.",18,23
"1785","es","en","El ECDC organiza varios cursos para el EPIET con plazas reservadas para participantes externos.","ECDC organizes several courses for the EPIET that have some reserved seats for external participants.",15,14
"1676","es","en","El ECDC participó en la 5ª Conferencia de TEPHINET en Kuala Lumpur","ECDC participated in TEPHINET 5TH Conference in Kuala Lumpur",9,12
"742","es","en","El ECDC participa en ejercicios organizados a escala de la UE y en otros ejercicios de simulación de crisis sanitarias internacionales.","ECDC participates in EU-wide exercises and other international public health crisis simulation exercises.",13,21
"2043","es","en","Función DEL ECDC en caso de amenaza sanitaria","ECDC role in Public Health Event (PHE)",7,8
"1877","es","en","Por tanto, el ECDC se esfuerza por ser abierto y transparente en su forma de trabajar y su financiación.","ECDC therefore strives to be open and transparent about how we operate and how we are funded.",17,19
"1888","es","en","ECDC TV ofrece una selección de vídeos breves que le informarán con más detalle de reuniones, proyectos o acontecimientos del ECDC.","ECDC TV proposes a selection of short video clips that will tell you more about meetings, projects or events run by ECDC.",22,21
"432","es","en","ECDC TVLOS SEIS PROBLEMAS SANITARIOS MÁS CANDENTESMANTÉNGASE AL DÍAEUROSURVEILLANCE","ECDC TVTOP SIX HEALTH TOPICSSTAY UP TO DATEEUROSURVEILLANCE",8,9
"2335","es","en","El ECDC visitó Polonia, Hungría y Letonia en 2007.","ECDC visited Poland, Hungary and Latvia in 2007.",8,9
"814","es","en","El ECDC no divulgará sus datos personales con fines de marketing directo.","ECDC will not divulge your personal data for direct marketing purposes.",11,12
"1353","es","en","La equinococosis es una enfermedad zoonótica (transmitida de animales a seres humanos) provocada por la fase larvaria (quiste hidatídico) de la tenia.","Echinococcosis is a zoonotic disease (transmitted from animals to humans) caused by the larval stage (hydatid cyst) of tapeworms.",19,22
"435","es","en","WebPart relacionada del ECQENLACES EXTERNOSENLACES CON LA EXTRANETPUBLICACIONES RELACIONADASDOCUMENTOS RELACIONADOSWeb Part del editor de contenidosNOTICIAS RELACIONADAS","ECQRelatedWebPartEXTERNAL LINKSEXTRANET LINKSRELATED PUBLICATIONSRELATED DOCUMENTSContent Editor Web PartRELATED NEWS",9,16
"73","es","en","Hay tratamiento antibiótico eficaz si el diagnóstico se establece pronto.","Effective antibiotic treatment is available if the diagnosis is made early in the illness.",14,10
"52","es","en","Comunicar de forma eficaz los resultados científicos y técnicos del ECDC al público profesional","Efficiently communicate the scientific and technical output of the ECDC to professional audiences",13,14
"2044","es","en","Comunicar de forma eficaz los resultados científicos y técnicos del ECDC al público profesional.","Efficiently communicate the scientific and technical output of the ECDC to professional audiences.",13,14
"598","es","en","Los ancianos también tienen más propensión a presentar una infección grave de la sangre.","Elderly patients are also more prone to developing severe blood infection.",11,14
"2287","es","en","Garantizar una respuesta adecuada y diligente en caso de amenazas para la salud pública a escala europea.","Ensure an appropriate and timely response in case of public health threats with a European dimension;",16,17
"1936","es","en","La información epidemiológica reagrupa diversas actividades ligadas a las funciones de alerta precoz, evaluación de síntomas e investigación de focos epidémicos.","Epidemic Intelligence encompasses activities related to early warning functions but also signal assessments and outbreak investigation.",16,21
"1136","es","en","Los epidemiólogos y otros expertos de salud pública de los Estados miembros pueden participar como facilitadores en las actividades de formación del ECDC.","Epidemiologists and other public health experts from the MS are invited to participate as facilitators in the ECDC training activities.",20,23
"1403","es","en","Los cursos introductorios de EPIET están dirigidos principalmente a los nuevos colaboradores EPIET y a los colaboradores FETP seleccionados.","EPIET introductory courses are mainly aimed at newly recruited EPIET and selected FETP fellows.",14,19
"2169","es","en","Las Escherichia coli (E.coli) son bacterias muy frecuentes en el tubo digestivo y forman parte de la flora bacteriana normal.","Escherichia coli (E.coli) are very common bacteria in the gastrointestinal tract, and part of the normal bacterial flora.",18,20
"2058","es","en","Programa Europeo de Formación en Epidemiología de Intervención (EPIET)","European Programme for Intervention Epidemiology Training (EPIET)",7,9
"1626","es","en","Eurosurveillance se publica en versión online con periodicidad semanal y contiene breves comunicados rápidos y artículos de investigación y vigilancia de mayor extensión.","Eurosurveillance is published in an online weekly version with short rapid communications and longer surveillance and research articles.",18,23
"2320","es","en","Incluso cuando se dispone de todo ello, fallecen entre el 5 % y el 10 % de los pacientes.","Even where these are available, between 5 and 10 % of the patients die.",14,17
"1179","es","en","Incluso con un tratamiento antibiótico correcto y rápido, la mortalidad puede ser de hasta el 10 %.","Even with adequate and prompt antibiotic treatment, mortality can reach up to 10% of cases.",15,17
"590","es","en","Los episodios se convierten en emergencias en función de dos factores:","Events become emergencies based on two factors:",7,11
"939","es","en","Cada año, la Junta Directiva del Centro aprueba un plan de trabajo anual para el ECDC.","Every year the Centre’s Management Board approves an annual work plan for ECDC.",13,16
"2041","es","en","Excepcionalmente, el virus de la gripe aviar también se transmite de una persona a otra, aunque no se ha descrito una transmisión mantenida.","Exceptionally avian influenza virus has also been transmitted from humans to humans, but no sustained transmission has been described.",19,23
"1296","es","en","Ficha para el público general sobre verrugas cutáneas","Factsheet for the general public on cutaneous warts",8,8
"1399","es","en","Ficha para el público general sobre verrugas genitales","Factsheet for the general public on genital warts",8,8
"792","es","en","creencias erróneas, ignorancia y falta de respaldo justifican, con frecuencia, el fracaso de las estrategias de vacunación.","false beliefs, ignorance, lack of advocacy are often on the basis of the failure of vaccination strategies.",17,17
"2094","es","en","Los colaboradores se contratan por periodos de dos años.","Fellows are recruited for a two year period.",8,9
"2303","es","en","La fiebre, los dolores musculares y la infección ocular son muy comunes.","Fever, muscle ache and eye infection are very frequent.",9,12
"1748","es","en","Figura 1. Principales riesgos derivados del cambio climático en Europa (por regiones biogeográficas)","Figure 1. Key European vulnerabilities to climate change (biogeographical regions)",10,13
"1850","es","en","Finalmente desaparecen los síntomas agudos, aunque los problemas musculares pueden tardar bastante tiempo en resolverse.","Finally, acute symptoms fade, but muscle problems may take a long time to resolve.",14,15
"1418","es","en","Por último, pueden surgir espasmos generalizados, que con frecuencia acaban en la muerte por insuficiencia cardiopulmonar.","Finally, generalised spasms may occur, often leading to death from heart and lung failure.",14,16
"2015","es","en","FireFox: seleccione el menú Ver, haga clic en Tamaño del texto y elija Aumentar o Disminuir el tamaño de la fuente.","FireFox - Select View menu, click on Text size and choose either Increase or Decrease the font size.",18,21
"298","es","en","Para alcanzar esta meta se ponen en práctica cinco estrategias.","Five strategies are implemented to realize this target.",8,10
"1592","es","en","El mensaje, el momento del anuncio y los medios utilizados son aspectos vitales; los siguientes consejos serán de utilidad:","Focus is kept on the message, the time of its announcement and the media used, and some common advice to improve include:",22,19
"2186","es","en","Tras la exposición (inhalación de gotículas infecciosas), puede desarrollarse el estado de portador y persistir durante un tiempo.","Following exposure (inhalation of infective droplets) the carrier state may develop and last for some time.",16,18
"2325","es","en","Después de la infección (por inhalación de gotículas), las personas vulnerables presentan síntomas tras un período de incubación de unos 10 días.","Following infection (by inhalation of droplets), susceptible individuals develop symptoms after an incubation period of about 10 days.",18,21
"1017","es","en","Tras la infección, el período de incubación medio es de 16 a 18 días.","Following infection, the incubation period lasts on average 16–18 days.",10,13
"1180","es","en","Tras su aparición, el virus empezó a transmitirse entre personas, sobre todo por medio de las gotículas (inhalación).","Following its emergence, transmission of the virus occurred person to person, mostly via droplets (inhalation).",15,18
"603","es","en","La toxina también ha ocasionado síntomas por inhalación en accidentes de laboratorio, aunque con un período de incubación sustancialmente menor.","Following laboratory accidents, the toxin has also caused symptoms on inhalation, with a substantially reduced incubation period.",17,20
"261","es","en","Después de la picadura del insecto, la mayoría de las infecciones se mantienen sin síntomas.","Following the insect bite, most infections remain without symptoms.",9,15
"622","es","en","Es importante señalar que en todos los ejemplos anteriores nuestros conocimientos actuales contienen elementos de incertidumbre.","For each of the above examples, it is important to point out that our current understandings contain elements of uncertainty.",20,16
"175","es","en","Encontrará más detalles en sus páginas web.","For more details on these, please check their websites.",9,7
"1937","es","en","Si desea información actualizada sobre la gripe pandémica (H1N1) de 2009, consulte la  página de la gripe pandémica (H1N1) de 2009 .","For updated information on Pandemic (H1N1) 2009, please see the  pandemic (H1N1) 2009 page .",16,23
"1212","es","en","Desde la estación central (Centralstation) tome el autobús número 69.","From the Central Station (Centralstation) take bus number 69.",9,10
"168","es","en","Encontrará más información sobre la forma en que el ECDC tramita sus datos en el apartado relevante del sitio web del ECDC.","Further information on how your data are processed by ECDC may be found on the relevant section of the ECDC website.",21,22
"2184","es","en","Parece que una predisposición genética favorece la aparición de la enfermedad.","Genetic susceptibility appears to favour the onset of disease.",9,11
"72","es","en","La clamidiasis genital es una enfermedad de transmisión sexual provocada por la bacteria  Chlamydia trachomatis .","Genital chlamydia is a sexually transmitted infection caused by the   Chlamydia trachomatis bacterium.",15,17
"1553","es","en","La genotipificación es un método molecular que permite obtener la resolución más elevada dentro de una especie e incluso dentro de cepas individuales.","Genotyping is based on molecular methods, it allows the highest resolution within microbial species and even within individual strains.",19,23
"875","es","en","Para confirmar la infección por los serotipos L1 a L3 es necesaria la genotipificación.","Genotyping is needed to confirm infection with serovars L1-L3.",9,14
"495","es","en","Cruce la calle, entre en Tomtebodavgen y camine 400 metros; verá el edificio del ECDC en Tomtebodaskolan.","Go across the street and enter Tomtebodavgen and walk 400 metres and you will see the ECDC building - Tomtebodaskolan.",20,17
"2065","es","en","Cruce la calle en la que se detiene el tren (alrededor de 100 metros) hasta Vasgatan.","Go across the street from where the train stops (approx 100 metres) to Vasagatan.",14,16
"1938","es","en","La gonococia es una enfermedad de transmisión sexual (ETS) provocada por bacterias de la especie  Neisseria gonorrhoeae .","Gonorrhoea is a sexually transmitted infection (STI) caused by  Neisseria gonorrhoeae  bacteria.",14,19
"2108","es","en","La gonococia es una enfermedad de transmisión sexual (ETS) provocada por bacterias Neisseria gonorrhoeae.","Gonorrhoea is a sexually transmitted infection (STI) caused by Neisseria gonorrhoeae bacteria.",12,14
"1641","es","en","Unas buenas prácticas higiénicas en el procesamiento de la carne y la manipulación de los alimentos son esenciales.","Good hygiene practices in meat processing and food handling are essential.",11,18
"1207","es","en","En el plan general de amenazas sanitaria también se hace mención de las directrices sobre cómo hacer frente a amenazas específicas.","Guidelines on how to deal with specific threats have also reference to the overall PHE plan.",16,21
"965","es","en","Haemophilus influenzae , un cocobacilo gramnegativo, se divide en cepas sin cápsula (no tipificables) y con cápsula.","Haemophilus influenzae , a gram negative coccobacillus, is divided into unencapsulated (non-typable) and encapsulated strains.",15,17
"1211","es","en","Fiebre hemorrágica con síndrome renal (causada por el virus de Puumala)","Haemorrhagic fever with renal syndrome (Puumala caused)",7,11
"1851","es","en","Fiebre hemorrágica con síndrome renal (causada por el virus de Puumala)","Haemorrhagic fever with renal syndrome (Puumala caused)",7,11
"908","es","en","Los hantavirus son virus transportados por roedores que provocan en el ser humano enfermedades de intensidad clínica variable.","Hantaviruses are rodent-borne viruses causing clinical illness in humans of varying severity.",12,18
"1284","es","en","HASH: VIH/SIDA, enfermedades de transmisión sexual y hepatitis","HASH - HIV/AIDS, Sexually Transmitted Infections and Hepatitis",8,8
"383","es","en","La vacunación contra el VHB constituye actualmente la forma más eficaz de prevenir esta infección.","HBV vaccination is currently the most effective way to prevent HBV infection",12,15
"929","es","en","La vacunación contra el VHB constituye actualmente la forma más eficaz de prevenir esta infección.","HBV vaccination is currently the most effective way to prevent HBV infection.",12,15
"613","es","en","La segunda reunión se celebró en noviembre de 2006, con los objetivos de:","he second meeting took place in November 2006 with the objectives of:",12,13
"589","es","en","Los modelos de educación sanitaria intervencionista han evolucionado durante los tres últimos decenios.","Health Education models of intervention have evolved in the past three decades.",12,13
"2334","es","en","PROBLEMAS SANITARIOS A-ZEUROSURVEILLANCEPROBLEMAS SANITARIOS RELACIONADOSMÁS INFORMACIÓN EN EL SITIO DEL ECDCRED DE VIGILANCIAPROBLEMAS SANITARIOS RELACIONADOS","HEALTH TOPICS A-ZEUROSURVEILLANCERELATED HEALTH TOPICSREAD MORE ON ECDC SITESURVEILLANCE NETWORKRELATED HEALTH TOPICS",12,15
"1899","es","en","PROBLEMAS SANITARIOS A-ZREDDOCUMENTOS EXTERNOSPROBLEMAS RELACIONADOSEUROSURVEILLANCEMÁS INFORMACIÓN EN EL SITIO DEL ECDCPROBLEMAS SANITARIOS RELACIONADOS","HEALTH TOPICS A-ZNETWORKEXTERNAL DOCUMENTSRELATED TOPICSEUROSURVEILLANCEREAD MORE ON ECDC SITERELATED HEALTH TOPICS",11,13
"1861","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDC","HEALTH TOPICS A-ZREAD MORE ON ECDC SITE",7,9
"1107","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCREDES DEL ECDC","HEALTH TOPICS A-ZREAD MORE ON ECDC SITEECDC NETWORKS",8,11
"1392","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCEUROSURVEILLANCEPROBLEMAS SANITARIOS RELACIONADOS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITEEUROSURVEILLANCERELATED HEALTH TOPICS",9,11
"1368","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCIMAGENPROBLEMAS SANITARIOS RELACIONADOS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITEIMAGERELATED HEALTH TOPICS",9,11
"568","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCEN ESTE APARTADOPUBLICACIÓN RELACIONADA","HEALTH TOPICS A-ZREAD MORE ON ECDC SITEIN THIS SECTIONFEATURED PUBLICATION",10,12
"2183","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDC","HEALTH TOPICS A-ZREAD MORE ON ECDC SITEINFLUENZA HEALTH TOPICSWHAT’S NEWContent Editor Web PartIN SPOTLIGHT",14,9
"449","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCPROBLEMAS SANITARIOS RELACIONADOS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED HEALTH TOPICS",9,11
"242","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCPROBLEMAS SANITARIOS RELACIONADOSINFORME EPIDEMIOLÓGICO ANUALDATOS EPIDEMIOLÓGICOS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED HEALTH TOPICSANNUAL EPIDEMIOLOGICAL REPORTEPIDEMIOLOGICAL DATA",12,14
"1351","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCPROBLEMAS SANITARIOS RELACIONADOSEUROSURVEILLANCEPROBLEMAS SANITARIOS RELACIONADOSMÁS INFORMACIÓN EN EL SITIO DEL ECDC","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED HEALTH TOPICSEUROSURVEILLANCERELATED HEALTH TOPICSREAD MORE ON ECDC SITE",15,19
"1855","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCPROBLEMAS SANITARIOS RELACIONADOSDESTACADO","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED HEALTH TOPICSIN SPOTLIGHT",10,11
"893","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCPROBLEMAS SANITARIOS RELACIONADOSEN ESTE APARTADOPUBLICACIÓN RELACIONADA","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED HEALTH TOPICSIN THIS SECTIONFEATURED PUBLICATION",12,14
"859","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCPROBLEMAS RELACIONADOSEUROSURVEILLANCEACTUALIZACIÓN EPIDEMIOLÓGICAPROBLEMAS SANITARIOS RELACIONADOSPROBLEMAS RELACIONADOSPROBLEMAS SANITARIOS RELACIONADOS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED TOPICSEUROSURVEILLANCEEPIDEMIOLOGICAL UPDATERELATED HEALTH TOPICSRELATED TOPICSRELATED HEALTH TOPICS",14,16
"1917","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCPROBLEMAS RELACIONADOSPROBLEMAS SANITARIOS RELACIONADOS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED TOPICSRELATED HEALTH TOPICS",10,12
"377","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCPROBLEMAS RELACIONADOSMANTÉNGASE AL DÍAPROBLEMAS SANITARIOS RELACIONADOS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED TOPICSSTAY UP TO DATERELATED HEALTH TOPICS",13,14
"2020","es","en","PROBLEMAS SANITARIOS A-ZMÁS INFORMACIÓN EN EL SITIO DEL ECDCAPARTADOSNOVEDADESPROBLEMAS SANITARIOS RELACIONADOSDESTACADO","HEALTH TOPICS A-ZREAD MORE ON ECDC SITESECTIONSWHAT’S NEWRELATED HEALTH TOPICSIN SPOTLIGHT",11,11
"140","es","en","PROBLEMAS SANITARIOS A-ZPROBLEMAS SANITARIOS RELACIONADOSWeb Part del editor de contenidos","HEALTH TOPICS A-ZRELATED HEALTH TOPICSContent Editor Web Part",8,10
"531","es","en","PROBLEMAS SANITARIOS A-ZPROBLEMAS SANITARIOS RELACIONADOSMÁS INFORMACIÓN EN EL SITIO DEL ECDC","HEALTH TOPICS A-ZRELATED HEALTH TOPICSREAD MORE ON ECDC SITE",9,11
"1489","es","en","PROBLEMAS SANITARIOS A-ZPROBLEMAS SANITARIOS RELACIONADOSMÁS INFORMACIÓN EN EL SITIO DEL ECDCPROBLEMAS SANITARIOS RELACIONADOSMÁS INFORMACIÓN EN EL SITIO DEL ECDC","HEALTH TOPICS A-ZRELATED HEALTH TOPICSREAD MORE ON ECDC SITERELATED HEALTH TOPICSREAD MORE ON ECDC SITE",15,19
"2083","es","en","PROBLEMAS SANITARIOS A-ZPÁGINAS RELACIONADASMÁS INFORMACIÓN EN EL SITIO DEL ECDCAPARTADOSNOVEDADESPROBLEMAS SANITARIOS RELACIONADOSDESTACADO","HEALTH TOPICS A-ZRELATED PAGESREAD MORE ON ECDC SITESECTIONSWHAT’S NEWRELATED HEALTH TOPICSIN SPOTLIGHT",12,12
"2070","es","en","PROBLEMAS SANITARIOS A-ZAPARTADOSDOCUMENTOS RELACIONADOSMÁS INFORMACIÓN EN EL SITIO DEL ECDCNOVEDADESMÁS INFORMACIÓN SOBRE ESTOPROBLEMAS SANITARIOS RELACIONADOSDESTACADO","HEALTH TOPICS A-ZSECTIONSRELATED DOCUMENTSREAD MORE ON ECDC SITEWHAT’S NEWMORE ON THIS TOPICRELATED HEALTH TOPICSIN SPOTLIGHT",15,15
"145","es","en","Probablemente no existen portadores sanos, aunque los adultos infectados, que normalmente sólo manifiestan síntomas leves, pueden diseminar bacterias durante semanas.","Healthy carriers probably do not exist, but infected adults usually have only mild symptoms, but can shed bacteria for weeks.",20,20
"32","es","en","Probablemente no existen portadores sanos, aunque los adultos infectados, que normalmente sólo manifiestan síntomas leves, pueden diseminar bacterias durante semanas.","Healthy carriers probably do not exist, but infected adults, who usually have only mild symptoms, can spread bacteria for weeks.",20,20
"1312","es","en","Infecciones por el virus del papiloma humano (VPH)","Hemorrhagic Fevers Human papilloma virus (HPV) infections",7,8
"891","es","en","HEPATITIS A EN LA REPÚBLICA CHECA, LETONIA Y ESLOVAQUIA – SEPTIEMBRE DE 2008","Hepatitis A in Czech Republic, Latvia, and Slovak Republic – September 2008",12,13
"35","es","en","La hepatitis A está provocada por el virus de la hepatitis A.","Hepatitis A is caused by the hepatitis A virus.",9,12
"2313","es","en","La hepatitis B puede cursar sin síntomas o seguir una evolución sintomática aguda o crónica.","Hepatitis B can be either without symptoms or acute or chronic symptomatic infection.",13,15
"456","es","en","La hepatitis B en los niños no suele provocar síntomas y tiene una mayor tendencia a tornarse crónica.","Hepatitis B in children usually goes with no symptoms, with a higher tendency to become chronic.",16,18
"171","es","en","La hepatitis B es una enfermedad provocada por el virus de la hepatitis B.","Hepatitis B is caused by hepatitis B virus.",8,14
"1338","es","en","La hepatitis C está provocada por el virus de la hepatitis C, que se descubrió en 1989.","Hepatitis C is caused by the hepatitis C virus that was discovered in 1989.",14,17
"927","es","en","La hepatitis C se considera la primera causa de cáncer de hígado y trasplantes hepáticos en Europa y los EEUU.","Hepatitis C is considered to be the leading cause of liver cancer and liver transplants in Europe and the USA.",20,20
"2262","es","en","La infección por el VIH aumenta la probabilidad de progresión, mientras que el tratamiento preventivo reduce este riesgo.","HIV infection increases the likelihood of progression while preventive therapy reduces this risk.",13,18
"1100","es","en","La infección por el VIH continúa revistiendo gran importancia para la salud pública en la UE y el EEE.","HIV infection remains of major public health importance in the EU/EEA.",11,19
"1655","es","en","¿Cómo tratamos los correos electrónicos que nos envía?","How do we treat e-mails you send us?",8,8
"2123","es","en","Forma en que puede acceder a sus datos, verificar su exactitud y, en su caso, corregirlos.","How you can access your information, verify its accuracy and, if necessary, correct it.",14,16
"1700","es","en","Sin embargo, en varios países industrializados se asistió a un considerable resurgimiento a finales de los años 80.","However, in several industrialised countries a considerable resurgence occurred in the late 1980s.",13,18
"2275","es","en","Sin embargo, la intolerancia a los efectos secundarios y la aparición de cepas resistentes siguen siendo motivos de preocupación.","However, intolerance to side effects and appearance of resistant strains remain causes for concern.",14,19
"1480","es","en","Sin embargo, también puede causar una enfermedad potencialmente mortal en personas con el sistema inmunitario debilitado.","However, it may also cause life-threatening disease in individuals with impaired immune defence.",13,16
"1428","es","en","Pero pueden declararse complicaciones graves incluso en personas sanas infectadas por el virus.","However, severe complications could occur even in normally healthy persons who become infected with the virus.",16,13
"1755","es","en","Sin embargo, algunas cepas de E. coli producen una toxina que causa infecciones graves.","However, some E.coli strains are able to produce a toxin that could produce serious infection.",15,14
"19","es","en","No obstante, es preciso tener en cuenta y controlar la posibilidad de una liberación accidental o deliberada de microorganismos patógenos desde un laboratorio.","However, the possibility of accidental or deliberate release of a pathogenic micro-organism from laboratories must be considered and controlled.",19,23
"156","es","en","No obstante, generalmente no hay transmisión de un ser humano a otro.","However, there is generally no transmission from one human to another.",11,12
"1285","es","en","Sin embargo, es habitual que una infección genitourinaria por clamidias no ocasione síntomas y, si no se detecta, puede causar infertilidad.","However, uro-genital Chlamydia infection often remain without symptoms and can undetected cause infertility.",13,21
"1097","es","en","La infección por babesiosis en seres humanos se trata con antibióticos y con quinina.","Human babesiosis infection is treated with antibiotics and quinine.",9,14
"1075","es","en","Los seres humanos tienen más probabilidades de contraer la enfermedad cuando hay ratas domésticas afectadas, ya que éstas viven muy próximas a ellos.","Human cases are most likely to occur when domestic rats are involved, as these live in close proximity to humans.",20,23
"1364","es","en","Los seres humanos contraen la infección por contacto directo con un animal infectado.","Human infection results from direct contact with an infected animal.",10,13
"480","es","en","Las infecciones humanas se deben a la especie  Cryptosporidium parvum , que también afecta a los animales domésticos.","Human infections occur due to Cryptosporidium parvum, a species that also affects domestic animals.",14,19
"864","es","en","Los seres humanos contraen la infección al consumir alimentos o agua contaminados.","Humans acquire the infection by consuming contaminated food or water.",10,12
"681","es","en","Los seres humanos contraen el virus del dengue por la picadura del mosquito tigre ( Aedes ).","Humans are infected with dengue virus through bites of tiger (Aedes) mosquitoes.",12,17
"238","es","en","Los seres humanos son el único reservorio importante, aun cuando los vibriones sobreviven durante mucho tiempo en aguas litorales contaminadas por excrementos humanos.","Humans are the only relevant reservoir, even though Vibrios can survive for a long time in coastal waters contaminated by human excreta.",22,23
"1095","es","en","Los seres humanos son el único reservorio de este virus.","Humans are the only reservoir of hepatitis C virus.",9,10
