"","language_a","language_b","a_text","b_text","sentence_length_b","sentence_length_a"
"429","es","en","Comparar la eficacia y seguridad del patrón de prescripción en el tratamiento de las fracturas patelares multifragmentarias en un centro de referencia de trauma.","To compare the efficacy and safety of prescription pattern in treatment of multifragmentary patellar fractures in a trauma reference center.",20,24
"563","es","en","Comparar las frecuencias de éxito anatómico y funcional en ojos con desprendimiento de retina regmatógeno no complicado tratados con exoplante o vitrectomía.","To compare the frequency of anatomic and functional success, between eyes with uncomplicated rhegmatogenous retinal detachment treated with exoplant or vitrectomy.",21,22
"543","es","en","Determinar la asociación entre el tiempo de hospitalización y el padecer pie diabético en tres hospitales de Cusco, Perú.","To determine the association between hospitalization time and diabetic foot in three hospitals from Cusco, Perú.",16,19
"742","es","en","Determinar la calidad de vida relacionada con la salud (CVRS) en población general del área urbana de Bucaramanga.","To determine the health-related quality of life (HRQoL) in the general population from the urban area of Bucaramanga.",18,18
"453","es","en","Determinar la prevalencia de síntomas asociados a asma, rinitis y eccema relacionada con la ingesta de alimentos en menores de seis a siete años.","To determine the prevalence of symptoms associated with asthma, rhinitis and eczema with food intake in children under six years of age.",22,24
"667","es","en","Identificar y analizar los indicadores socioeconómicos de obesidad materna en México y Francia.","To identify and analyze the socioeconomic indicators of maternal obesity in Mexico and France.",14,13
"658","es","en","determinar y describir a nivel nacional las principales causas de muerte en adultos mayores por grado de rezago social (GRS), edad y sexo.","To identify and describe at the national level the causes of death by degree of social deprivation (DSD), age and sex.",21,23
"601","es","en","Medir la aceptación de la vacuna de VPH en una muestra diversa de población adulta mexicana, teniendo en cuenta su estado de VIH.","To measure HPV vaccine acceptance in diverse Mexican adult popula-tions, taking into account HIV status.",15,23
"488","es","en","Presentar un modelo estadístico robusto que considere algunos factores psicológicos como predictores del estilo de vida saludable.","To present a robust statistical model that considers some psychological factors as predictors of healthy lifestyle.",16,17
"733","es","en","Presentar nuestra experiencia, protocolo e indicaciones de la detorsión testicular manual (DM) como tratamiento en la torsión testicular (TT).","To present our experience in pediatric patients with testicular torsion (TT) treated by manual detorsion (MD).",16,19
"412","es","en","Traducir y validar al castellano la Burke Lateropulsion Scale (BLS), usada para evaluar los signos del paciente con comportamiento empujador.","To translate into Spanish and to validate the Burke Lateropulsion Scale (BLS), used to evaluate the signs of pusher behaviour in patients.",22,20
"528","es","en","La RV es un método de enseñanza de RCP capaz de mejorar los conocimientos teóricos y habilidades prácticas.","Training with VR can improve CPR theoretical knowledge and practical skills.",11,18
"684","es","en","Se presentan dos casos de síndrome de Apert.","Two cases of Apert syndrome are described.",7,8
"508","es","en","Se realizaronanálisis univariante y multivariante mediante una red perceptrón multicapa y un modelo de regresión logísticapenalizada tipo Empirical Bayesian LASSO Elastic net.","Univariate and multivariateanalyses were performed through a Multilayer Perceptronnetwork and a logistic regression model EmpiricalBayesian penalized type LASSO Elastic net.",20,21
"548","es","en","Se consideró estadísticamente significativos los valores p < 0,05.","Values of p < 0.05 were considered statistically significant.",9,9
"661","es","en","Se analizó información de 1 197 496 adultos de ≥ 60 años que representaron a 10 602 181.","We analyzed information from 1,197,496 adults ≥ 60 years old who represented 10,602,181 elderly.",14,18
"660","es","en","Se aplicaron técnicas para análisis de poblaciones y se utilizaron los paquetes estadísticos STATA© y SPSS©.","We applied techniques of population analysis and we used statistical packages STATA© and SPSS©.",14,16
"612","es","en","Realizamos un estudio de caso sobre el efecto que las moscas negras nativas (Simulium spp.) tienen sobre las grullas trompeteras (Grus americana) reintroducidas.","We conducted a case study of the effect of native black flies (Simulium spp.) on reintroduced Whooping Cranes (Grus americana).",20,23
"665","es","en","se detectaron varios perfiles de mortalidad; se sugiere la planeación de acciones específicas.","We detected several mortality profiles; it is suggested the planning of specific actions.",13,13
"703","es","en","Este estudio describe otros factores asociados a tales eventos.","We identified other factors related to these events.",8,9
"462","es","en","Se presenta a un varón de 6 años con diagnóstico de asma refractario al tratamiento, sin historia ni evidencia de papilomatosis laríngea.","We present a 6-year-old male with a diagnosis of asthma refractory to treatment, without history or evidence of laryngeal papillomatosis.",20,22
"615","es","en","Usamos una estrategia analítica de decisión para desarrollar alternativas creativas de manejo y para evaluar las compensaciones entre los objetivos en competencia.","We used a decision-analytic approach to develop creative management alternatives and evaluate trade-offs among competing objectives.",16,22
"433","es","en","Se analizaron 92 pacientes, incluyendo 60 mujeres (65.21%) y 32 hombres (34.78%), con edad promedio de 61 años.","With a total of 92 patients, including 60 women (65.21%) and 32 men (34.78%), with an average age of 61 years.",21,18
"396","es","en","Mujeres y hombres tenían más de 60 años, estaban casadas/os, tenían educación primaria o inferior, y cuidaban a sus progenitores fundamentalmente.","Women and men were over 60 years old, married, with primary education or less, and took care of their parents mainly.",21,21
"605","es","en","Las mujeres (p<0.0001) tenían mayor conocimientos sobre VPH que los hombres y una aceptación de la vacuna ligeramente mayor (p=0.4).","Women had greater HPV infection knowledge (p<0.0001) than men and slightly higher (p=0.4) vaccine acceptance.",15,20
