"","language_a","language_b","a_text","b_text","sentence_length_b","sentence_length_a"
"5407","fr","en","Les participants ont analysé l’évolution de l’épidémie de rougeole en Autriche et dans les régions limitrophes de Suisse et d’Allemagne.","During this meeting the epidemiological situation of measles in Austria and in the neighbouring regions of Switzerland and Germany was reviewed.",21,20
"4795","fr","en","Chaque Hantavirus est spécifique d’un hôte rongeur donné.","Each hantavirus is specific to a different rodent host.",9,8
"6025","fr","en","Chaque Hantavirus est spécifique d’un hôte rongeur donné.","Each Hantavirus is specific to a different rodent host.",9,8
"5766","fr","en","Chaque année, de nombreux décès dus à la grippe pourraient être évités.","Each year there are many avoidable deaths from influenza.",9,12
"5039","fr","en","Chaque année, plusieurs milliers de décès dus à la grippe pourraient être évités.","Each year there are many thousands of avoidable deaths from influenza.",11,13
"5750","fr","en","jusqu’à 15 % des cas hospitalisés peuvent décéder. Le traitement précoce par antirétroviraux est efficace et de bonnes conditions d’hygiène permettent de prévenir l’infection.","Early treatment with antiviral drugs is effective, and infection is prevented through good hygiene conditions.",15,23
"5397","fr","en","Le traitement précoce par ribavirine, un antirétroviral, est efficace et de bonnes conditions d’hygiène permettent de prévenir l’infection.","Early treatment with the antiviral drug ribavirin is effective, and infection is prevented through good hygiene conditions.",17,18
"4970","fr","en","Le CEPCM souhaite offrir son soutien au PFET et aux autres initiatives des États membres visant à développer ce type de programme.","ECDC aims to offer support to existing FETP and to initiatives from MS to develop such programmes.",17,22
"6728","fr","en","L’ECDC émet également des avis pour la Commission sur des questions de recherche pour les programmes-cadres de la Direction générale «Recherche» (DG RTD).","ECDC also advices the Commission on research issues within the Framework Programmes of the Research Directorate General (DG RTD).",19,23
"6098","fr","en","Le CEPCM a coordonné les efforts à l’échelle européenne, et a aidé les États membres dans leurs activités de réaction.","ECDC coordinated this effort for the European level, supporting the Member States in their response activities.",16,20
"6205","fr","en","Politique de l’ECDC en matière de droit d’auteur/Politique de l’ECDC en matière des droits de reproduction /Déclaration de l’ECDC concernant les droits d’auteur","ECDC Copyright policy/ Copyright licensing policy/ Copyright notice",8,22
"6877","fr","en","Ce sont en effet les organes directeurs du CEPCM qui interprètent et établissent la stratégie globale du Centre.","ECDC Governing bodies interpret and set the strategic direction of the agency.",12,18
"5806","fr","en","L’ECDC a récemment publié une  Définition des termes et expressions pour les régions touchées par le virus de la grippe A(H1N1) .","ECDC has recently produced a  Definition of terms for the areas affected by the Influenza A(H1N1)v virus .",19,23
"5944","fr","en","Le CEPCM utilise les compétences fondamentales de la liste dans son outil d’évaluation des besoins de formation spécifiques des États membres.","ECDC includes the core competencies in its assessment tool for specific training needs in the EU Member States.",18,21
"5667","fr","en","Le CEPCM convie à ces visites certains de ses experts en formation ainsi que des experts des États membres et des partenaires concernés.","ECDC involves in these visits experts in training from ECDC, Member States and relevant partners.",15,23
"5595","fr","en","L’ECDC est un organisme de l’Union européenne (UE) qui est financé par le budget de l’UE.","ECDC is a member of the European Union (EU) family, and receives funding from the EU budget.",17,16
"5593","fr","en","Le CEPCM répond aux besoins des formateurs selon les opportunités qui se présentent.","ECDC is addressing the needs of training trainers using different opportunities.",11,13
"5652","fr","en","Le CEPCM élabore actuellement plusieurs programmes de formation concernant:","ECDC is in the process of developing several training curricula on:",11,9
"6227","fr","en","C’est pourquoi l’ECDC travaille de manière proactive avec les médias.","ECDC is therefore proactively working with the media.",8,10
"6579","fr","en","L’ECDC met dorénavant des flux RSS à votre disposition pour les mises à jour de son site.","ECDC now offers RSS feeds for our website updates.",9,17
"5253","fr","en","L’ECDC ne conserve les données que pendant le temps nécessaire aux fins de leur collecte ou de leur traitement ultérieur;","ECDC only keeps the data for the time necessary to fulfil the purpose of collection or further processing.",18,20
"6407","fr","en","Le CEPCM organise plusieurs cours pour l’EPIET pour lesquels quelques places sont réservées aux participants externes.","ECDC organizes several courses for the EPIET that have some reserved seats for external participants.",15,16
"7007","fr","en","Le CEPCM a participé à la 5ème conférence TEPHINET à Kuala Lumpur","ECDC participated in TEPHINET 5TH Conference in Kuala Lumpur",9,12
"4771","fr","en","Le CEPCM participe à des exercices organisés à l’échelle de l’UE et à d’autres simulations de crise sanitaire internationale.","ECDC participates in EU-wide exercises and other international public health crisis simulation exercises.",13,19
"6454","fr","en","LE rÔle du CEPCM en cas de menace sanitaire","ECDC role in Public Health Event (PHE)",7,9
"5153","fr","en","Par conséquent, l’ECDC s’efforce d’être ouvert et transparent concernant son mode de fonctionnement et son financement.","ECDC therefore strives to be open and transparent about how we operate and how we are funded.",17,16
"5668","fr","en","ECDC TVLES SIX PRINCIPAUX THÈMES DE SANTÉ RESTER AU CONTACT DE L'ACTUALITÉEUROSURVEILLANCE","ECDC TVTOP SIX HEALTH TOPICSSTAY UP TO DATEEUROSURVEILLANCE",8,12
"6810","fr","en","L’ECDC ne divulguera pas vos données à caractère personnel à des fins de marketing direct;","ECDC will not divulge your personal data for direct marketing purposes.",11,15
"5197","fr","en","ECDC/2007/EN/FINAL - Programme stratégique pluriannuel de l’ECDC 2007-2013","ECDC/2007/EN/FINAL - ECDC Strategic Multiannual Programme 2007—2013",7,8
"6574","fr","en","L’échinococcose est une maladie zoonotique (transmise de l’animal à l’homme) due au stade larvaire (kyste hydatique) de cestodes.","Echinococcosis is a zoonotic disease (transmitted from animals to humans) caused by the larval stage (hydatid cyst) of tapeworms.",19,18
"6763","fr","en","ContenuWebECQAssociéLIENS EXTERNESLIENS EXTRANETPUBLICATIONS ASSOCIÉESDOCUMENTS ASSOCIÉSÉditeur de contenu webACTUALITÉS ASSOCIÉES","ECQRelatedWebPartEXTERNAL LINKSEXTRANET LINKSRELATED PUBLICATIONSRELATED DOCUMENTSContent Editor Web PartRELATED NEWS",9,9
"6012","fr","en","Il existe un traitement par antibiotique efficace si le diagnostic est fait précocement.","Effective antibiotic treatment is available if the diagnosis is made early in the illness.",14,13
"5229","fr","en","Communiquer efficacement les conclusions scientifiques et techniques de l’ECDC aux professionnels","Efficiently communicate the scientific and technical output of the ECDC to professional audiences",13,11
"6351","fr","en","Communiquer efficacement les conclusions scientifiques et techniques de l’ECDC aux professionnels.","Efficiently communicate the scientific and technical output of the ECDC to professional audiences.",13,11
"5334","fr","en","Les patients âgés risquent également davantage de développer une infection sanguine sévère.","Elderly patients are also more prone to developing severe blood infection.",11,12
"6716","fr","en","identification des dangers, évaluation et contrôle des risques à la fois pour la biosécurité et la biosûreté en laboratoire.","Encompasses hazard identification, risk assessment and risk control both in the fields of biosafety and laboratory biosecurity.",17,19
"6569","fr","en","garantir une réaction appropriée et rapide en cas de menace pour la santé publique d’envergure européenne;","Ensure an appropriate and timely response in case of public health threats with a European dimension;",16,16
"4954","fr","en","Le renseignement épidémique regroupe plusieurs activités liées aux fonctions d’alerte précoce, d’évaluation des signaux et d’enquête sur les foyers épidémiques.","Epidemic Intelligence encompasses activities related to early warning functions but also signal assessments and outbreak investigation.",16,20
"7033","fr","en","Les cours introductifs de l’EPIET s’adressent principalement aux membres de l’EPIET nouvellement recrutés et à certains autres membres.","EPIET introductory courses are mainly aimed at newly recruited EPIET and selected FETP fellows.",14,18
"4944","fr","en","La bactérie Escherichia coli (E.coli) est une bactérie très fréquente dans le tractus gastro-intestinal ; elle fait partie de la flore bactérienne normale.","Escherichia coli (E.coli) are very common bacteria in the gastrointestinal tract, and part of the normal bacterial flora.",18,22
"5048","fr","en","Des individus sains peuvent, après une période d’incubation d’une semaine en moyenne, développer une diarrhée qui disparaît spontanément en quelques semaines.","Especially healthy individuals, may, after an incubation period averaging one week, get a diarrhoea that spontaneously resolves over a couple of weeks.",22,21
"5152","fr","en","Programme européen de formation à l’épidémiologie d’intervention (EPIET)","European Programme for Intervention Epidemiology Training (EPIET)",7,8
"5759","fr","en","Eurosurveillance est publié en ligne hebdomadairement et contient des communications courtes ainsi que des articles plus longs sur la surveillance.","Eurosurveillance is published in an online weekly version with short rapid communications and longer surveillance and research articles.",18,20
"4800","fr","en","En dépit de l’administration de ce traitement, on compte tout de même entre 5 et 10 % de décès.","Even where these are available, between 5 and 10 % of the patients die.",14,19
"6196","fr","en","Même avec l’instauration rapide d’un traitement antibiotique adéquat, le taux de mortalité peut atteindre 10 %.","Even with adequate and prompt antibiotic treatment, mortality can reach up to 10% of cases.",15,15
"4834","fr","en","Lors du rassemblement, tout participant porteur d’une maladie infectieuse peut introduire l’infection dans une population qui n’est pas forcément immunisée.","Event participants carrying an infectious disease may introduce the infection to a possibly non-immune population at the event.",18,20
"6594","fr","en","Un événement est considéré comme une urgence en fonction de deux facteurs:","Events become emergencies based on two factors:",7,12
"7000","fr","en","Exceptionnellement, une transmission interhumaine du virus de la grippe aviaire a été observée, mais aucune transmission durable n’a été décrite.","Exceptionally avian influenza virus has also been transmitted from humans to humans, but no sustained transmission has been described.",19,20
"4895","fr","en","Fiche d’information destinée au grand public sur les verrues cutanées","Factsheet for the general public on cutaneous warts",8,10
"6377","fr","en","Fiche d’information sur les verrues génitales destinée au grand public","Factsheet for the general public on genital warts",8,10
"4979","fr","en","idées reçues, ignorance, absence de campagnes de sensibilisation sont souvent à la base de l’échec des stratégies de vaccination.","false beliefs, ignorance, lack of advocacy are often on the basis of the failure of vaccination strategies.",17,19
"6611","fr","en","Les membres sont recrutés pour une période de deux années.","Fellows are recruited for a two year period.",8,10
"5489","fr","en","Parmi les manifestations les plus courantes, on peut citer la fièvre, les douleurs musculaires et les infections oculaires.","Fever, muscle ache and eye infection are very frequent.",9,18
"6225","fr","en","Figure 1. Changement climatique et principaux points faibles en Europe (par région biogéographique).","Figure 1. Key European vulnerabilities to climate change (biogeographical regions)",10,13
"6174","fr","en","Enfin, les symptômes aigus diminuent, mais les problèmes musculaires peuvent mettre plus de temps à disparaître.","Finally, acute symptoms fade, but muscle problems may take a long time to resolve.",14,16
"5310","fr","en","Enfin, des spasmes généralisés peuvent apparaître, entraînant souvent la mort par insuffisance cardiaque et pulmonaire.","Finally, generalised spasms may occur, often leading to death from heart and lung failure.",14,15
"5632","fr","en","FireFox: sélectionnez le menu «Affichage», cliquez sur «Zoom» et choisissez soit d’agrandir, soit de réduire la taille de la police.","FireFox - Select View menu, click on Text size and choose either Increase or Decrease the font size.",18,20
"6598","fr","en","Cinq stratégies sont mises en œuvre pour y parvenir.","Five strategies are implemented to realize this target.",8,9
"5955","fr","en","Après exposition (piqûre par un moustique infecté), la période d’incubation varie entre une et quatre semaines dans la plupart des cas.","Following exposure (an infected mosquito bite) the incubation period varies between one and four weeks in most cases.",18,21
"6741","fr","en","Après exposition (inhalation de gouttelettes infectieuses), l’état du porteur peut évoluer sur une longue période.","Following exposure (inhalation of infective droplets) the carrier state may develop and last for some time.",16,15
"4904","fr","en","Après l’infection (par inhalation de gouttelettes), les individus sensibles développent les symptômes après une période d’incubation d’environ 10 jours.","Following infection (by inhalation of droplets), susceptible individuals develop symptoms after an incubation period of about 10 days.",18,19
"5046","fr","en","Après infection, la période d’incubation est comprise entre 16 et 18 jours en moyenne.","Following infection, the incubation period lasts on average 16–18 days.",10,14
"4757","fr","en","La contamination interhumaine s’est ensuite principalement effectuée par l'inhalation de gouttelettes.","Following its emergence, transmission of the virus occurred person to person, mostly via droplets (inhalation).",15,11
"6400","fr","en","Après l’inhalation accidentelle de la toxine par des personnes travaillant en laboratoire, des symptômes sont apparus après une période d’incubation nettement plus courte.","Following laboratory accidents, the toxin has also caused symptoms on inhalation, with a substantially reduced incubation period.",17,23
"5383","fr","en","Après la piqûre de l’insecte, la plupart des infections restent asymptomatiques.","Following the insect bite, most infections remain without symptoms.",9,11
"5390","fr","en","Pour chacun des exemples ci-dessus, il est important de souligner nos connaissances actuelles comportent des éléments d'incertitude.","For each of the above examples, it is important to point out that our current understandings contain elements of uncertainty.",20,17
"5226","fr","en","Chez les nourrissons et les enfants, la principale source d’infection est la transmission mère-enfant et la transmission par des membres du foyer infectés.","For infants and children, the main source of infection is mother-to-child transmission and transmission from infected members within the household.",20,23
"5828","fr","en","Pour plus de détails sur ce point veuillez consulter leurs sites web respectifs.","For more details on these, please check their websites.",9,13
"4964","fr","en","Pour obtenir les dernières informations sur la pandémie de grippe (H1N1) 2009, veuillez consulter la  page pandémie de grippe (HIN1) 2009 .","For updated information on Pandemic (H1N1) 2009, please see the  pandemic (H1N1) 2009 page .",16,23
"5017","fr","en","Heureusement, jusqu’à présent, A/H5N1 n’est pas très infectieux pour l’homme.","Fortunately, so far A/H5N1 has not been very infectious for humans.",11,10
"5925","fr","en","Comme le prévoit le règlement fondateur, les activités de l’ECDC dans le domaine de la communication sur la santé suivent trois directions:","From the basis in the regulation, the ECDC activities in the area of health communication have three directions:",18,22
"5074","fr","en","À la gare centrale (Centralstation), prenez le bus numéro 69. Descendez à l’arrêt Tomteboda-Karolinska Institutet.","From the Central Station (Centralstation) take bus number 69. Get off at the Tomteboda-Karolinska Institutet bus stop.",17,15
"4784","fr","en","Une prédisposition génétique semble favoriser le développement de la maladie.","Genetic susceptibility appears to favour the onset of disease.",9,10
"6267","fr","en","La chlamydiose génitale est une infection sexuellement transmissible due à la bactérie  Chlamydia trachomatis .","Genital chlamydia is a sexually transmitted infection caused by the   Chlamydia trachomatis bacterium.",15,16
"6977","fr","en","Il est nécessaire de procéder au génotypage pour confirmer l’infection par les sérotypes L1 à L3.","Genotyping is needed to confirm infection with serovars L1-L3.",9,16
"5772","fr","en","Les kystes de Giardia peuvent survivre longtemps dans l’environnement et la chloration de l’eau seule ne permet pas de les neutraliser.","Giardia cysts can survive for extended periods of time in the environment and chlorination of water alone cannot inactivate them.",20,21
"6223","fr","en","Traversez la rue et prenez la rue Tomtebodavgen. Avancez sur 400 mètres et vous verrez le bâtiment de l’ECDC, Tomtebodaskolan.","Go across the street and enter Tomtebodavgen and walk 400 metres and you will see the ECDC building - Tomtebodaskolan.",20,19
"4884","fr","en","Traversez la rue au niveau de laquelle le train s’arrête pour aller rue Vasagatan (environ 100 mètres).","Go across the street from where the train stops (approx 100 metres) to Vasagatan.",14,16
"5259","fr","en","La gonorrhée (également appelée blennorragie) est une infection sexuellement transmissible (IST) due à la bactérie  Neisseria gonorrhoeae .","Gonorrhoea is a sexually transmitted infection (STI) caused by  Neisseria gonorrhoeae  bacteria.",14,19
"4976","fr","en","La gonorrhée est une infection sexuellement transmissible due à la bactérie Neisseria gonorrhoeae.","Gonorrhoea is a sexually transmitted infection (STI) caused by Neisseria gonorrhoeae bacteria.",12,13
"4808","fr","en","De bonnes mesures d’hygiène lors du traitement de la viande et de la manipulation des aliments sont essentielles.","Good hygiene practices in meat processing and food handling are essential.",11,18
"6533","fr","en","Les directives sur la façon de traiter les différentes menaces sont également mentionnées dans le plan général Menace sanitaire.","Guidelines on how to deal with specific threats have also reference to the overall PHE plan.",16,19
"4922","fr","en","Haemophilus influenzae , un coccobacille à Gram négatif, comprend des souches non encapsulées (non typables) et encapsulées.","Haemophilus influenzae , a gram negative coccobacillus, is divided into unencapsulated (non-typable) and encapsulated strains.",15,17
"6815","fr","en","Fièvre hémorragique avec syndrome rénal (causée par le virus de Puumala)","Haemorrhagic fever with renal syndrome (Puumala caused)",7,11
"6885","fr","en","Fièvre hémorragique avec syndrome rénal (causée par le virus de Puumala)","Haemorrhagic fever with renal syndrome (Puumala caused)",7,11
"5643","fr","en","Les Hantavirus sont des virus transmis par les rongeurs qui provoquent des maladies de sévérité variable chez l'homme.","Hantaviruses are rodent-borne viruses causing clinical illness in humans of varying severity.",12,18
"6991","fr","en","HASH - VIH/SIDA, Infections sexuellement transmissibles et Hépatites","HASH - HIV/AIDS, Sexually Transmitted Infections and Hepatitis",8,8
"5962","fr","en","La vaccination HBV est actuellement le moyen le plus efficace de prévenir l’infection par le virus HBV","HBV vaccination is currently the most effective way to prevent HBV infection",12,17
"6751","fr","en","La vaccination contre l’hépatite B est actuellement le moyen le plus efficace de prévenir l’infection par le VHB.","HBV vaccination is currently the most effective way to prevent HBV infection.",12,18
"5509","fr","en","La deuxième réunion a eu lieu au mois de novembre 2006, avec pour objectif:","he second meeting took place in November 2006 with the objectives of:",12,14
"6439","fr","en","Les modèles d’éducation sanitaire ont évolué au cours des trente dernières années.","Health Education models of intervention have evolved in the past three decades.",12,12
"6706","fr","en","THÈMES DE SANTÉ DE A À ZEUROSURVEILLANCETHÈMES DE SANTÉ ASSOCIÉSEN SAVOIR PLUS SUR CE SITERÉSEAU DE SURVEILLANCETHÈMES DE SANTÉ ASSOCIÉS","HEALTH TOPICS A-ZEUROSURVEILLANCERELATED HEALTH TOPICSREAD MORE ON ECDC SITESURVEILLANCE NETWORKRELATED HEALTH TOPICS",12,20
"5501","fr","en","THÈMES DE SANTÉ DE A À ZRÉSEAUDOCUMENTS EXTERNESTHÈMES ASSOCIÉSEUROSURVEILLANCEEN SAVOIR PLUS SUR CE SITETHÈMES DE SANTÉ ASSOCIÉS","HEALTH TOPICS A-ZNETWORKEXTERNAL DOCUMENTSRELATED TOPICSEUROSURVEILLANCEREAD MORE ON ECDC SITERELATED HEALTH TOPICS",11,17
"6249","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITE","HEALTH TOPICS A-ZREAD MORE ON ECDC SITE",7,12
"6292","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITERÉSEAUX DE L’ECDC","HEALTH TOPICS A-ZREAD MORE ON ECDC SITEECDC NETWORKS",8,14
"6843","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITEEUROSURVEILLANCETHÈMES DE SANTÉ ASSOCIÉS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITEEUROSURVEILLANCERELATED HEALTH TOPICS",9,15
"5354","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITEIMAGETHÈMES DE SANTÉ ASSOCIÉS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITEIMAGERELATED HEALTH TOPICS",9,15
"5404","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITEDANS CETTE SECTIONPUBLICATION DÉTAILLÉE","HEALTH TOPICS A-ZREAD MORE ON ECDC SITEIN THIS SECTIONFEATURED PUBLICATION",10,15
"5554","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS CE CE SITETHÈMES DE SANTÉ RELATIFS À LA GRIPPENOUVEAUTÉSÉditeur de contenu webÀ LA UNE","HEALTH TOPICS A-ZREAD MORE ON ECDC SITEINFLUENZA HEALTH TOPICSWHAT’S NEWContent Editor Web PartIN SPOTLIGHT",14,23
"6514","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITETHÈMES DE SANTÉ ASSOCIÉS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED HEALTH TOPICS",9,15
"5283","fr","en","THÈMES DE SANTÉ DE A-ZEN SAVOIR PLUS SUR CE SITETHÈMES DE SANTÉ ASSOCIÉSRAPPORT ÉPIDÉMIOLOGIQUE ANNUELDONNÉES ÉPIDÉMIOLOGIQUES","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED HEALTH TOPICSANNUAL EPIDEMIOLOGICAL REPORTEPIDEMIOLOGICAL DATA",12,16
"4933","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITETHÈMES DE SANTÉ ASSOCIÉSEUROSURVEILLANCETHÈMES DE SANTÉ ASSOCIÉSEN SAVOIR PLUS SUR CE SITE","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED HEALTH TOPICSEUROSURVEILLANCERELATED HEALTH TOPICSREAD MORE ON ECDC SITE",15,23
"4984","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITETHÈMES DE SANTÉ ASSOCIÉSÀ LA UNE","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED HEALTH TOPICSIN SPOTLIGHT",10,17
"5043","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITETHÈMES DE SANTÉ ASSOCIÉSDANS CETTE SECTIONPUBLICATION DÉTAILLÉE","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED HEALTH TOPICSIN THIS SECTIONFEATURED PUBLICATION",12,18
"6538","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITETHÈMES ASSOCIÉSEUROSURVEILLANCEMISE À JOUR ÉPIDÉMIOLOGIQUETHÈMES DE SANTÉ ASSOCIÉSTHÈMES ASSOCIÉSTHÈMES DE SANTÉ ASSOCIÉS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED TOPICSEUROSURVEILLANCEEPIDEMIOLOGICAL UPDATERELATED HEALTH TOPICSRELATED TOPICSRELATED HEALTH TOPICS",14,23
"5906","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITETHÈMES ASSOCIÉSTHÈMES DE SANTÉ ASSOCIÉS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED TOPICSRELATED HEALTH TOPICS",10,16
"4859","fr","en","THÈMES DE SANTÉ DE  A-ZEN SAVOIR PLUS SUR CE SITETHÈMES ASSOCIÉS RESTER INFORMÉTHÈMES DE SANTÉ ASSOCIÉS","HEALTH TOPICS A-ZREAD MORE ON ECDC SITERELATED TOPICSSTAY UP TO DATERELATED HEALTH TOPICS",13,17
"6863","fr","en","THÈMES DE SANTÉ DE A À ZEN SAVOIR PLUS SUR CE SITESECTIONSNOUVEAUTÉSTHÈMES DE SANTÉ ASSOCIÉSÅ LA UNE","HEALTH TOPICS A-ZREAD MORE ON ECDC SITESECTIONSWHAT’S NEWRELATED HEALTH TOPICSIN SPOTLIGHT",11,17
"5461","fr","en","THÈMES DE SANTÉ DE A À ZTHÈMES DE SANTÉ ASSOCIÉSÉditeur de contenu web","HEALTH TOPICS A-ZRELATED HEALTH TOPICSContent Editor Web Part",8,13
"5699","fr","en","THÈMES DE SANTÉ DE A À ZTHÈMES DE SANTÉ ASSOCIÉSEN SAVOIR PLUS SUR CE SITE","HEALTH TOPICS A-ZRELATED HEALTH TOPICSREAD MORE ON ECDC SITE",9,15
"7093","fr","en","THÈMES DE SANTÉ DE A À ZTHÈMES DE SANTÉ ASSOCIÉSEN SAVOIR PLUS SUR CE SITETHÈMES DE SANTÉ ASSOCIÉSEN SAVOIR PLUS SUR CE SITE","HEALTH TOPICS A-ZRELATED HEALTH TOPICSREAD MORE ON ECDC SITERELATED HEALTH TOPICSREAD MORE ON ECDC SITE",15,23
"5413","fr","en","THÈMES DE SANTÉ DE A À ZPAGES ASSOCIÉESEN SAVOIR PLUS SUR CE SITESECTIONSNOUVEAUTÉSTHÈMES DE SANTÉ ASSOCIÉSÀ LA UNE","HEALTH TOPICS A-ZRELATED PAGESREAD MORE ON ECDC SITESECTIONSWHAT’S NEWRELATED HEALTH TOPICSIN SPOTLIGHT",12,18
"5575","fr","en","THÈMES DE SANTÉ DE A À ZSECTIONSDOCUMENTS ASSOCIÉSEN SAVOIR PLUS SUR CE SITENOUVEAUTÉSPLUS SUR CE THÈMETHÈMES DE SANTÉ ASSOCIÉSÅ LA UNE","HEALTH TOPICS A-ZSECTIONSRELATED DOCUMENTSREAD MORE ON ECDC SITEWHAT’S NEWMORE ON THIS TOPICRELATED HEALTH TOPICSIN SPOTLIGHT",15,21
"4925","fr","en","cas D’HÉpatite A en rÉpublique tchÈque, en lettonie et en RÉpublique slovaque – Septembre 2008","Hepatitis A in Czech Republic, Latvia, and Slovak Republic – September 2008",12,15
"4787","fr","en","L’hépatite A est due au virus de l’hépatite A ou VHA.","Hepatitis A is caused by the hepatitis A virus.",9,11
"5126","fr","en","Elle peut être asymptomatique ou caractérisée par une infection symptomatique aiguë ou chronique.","Hepatitis B can be either without symptoms or acute or chronic symptomatic infection.",13,13
"5025","fr","en","L’hépatite B chez l’enfant est généralement asymptomatique et devient très souvent chronique.","Hepatitis B in children usually goes with no symptoms, with a higher tendency to become chronic.",16,12
"5594","fr","en","L’hépatite B est due au virus de l’hépatite B ou VHB.","Hepatitis B is caused by hepatitis B virus.",8,11
"5881","fr","en","L’hépatite B n’épargne aucun pays et concerne un nombre élevé d’individus (280 millions de porteurs dans le monde, selon les estimations).","Hepatitis B occurs worldwide with a very high burden of disease (an estimated 280 million carriers worldwide).",17,21
"6342","fr","en","L’hépatite C est due au virus HBC, découvert en 1989.","Hepatitis C is caused by the hepatitis C virus that was discovered in 1989.",14,10
"6682","fr","en","L’hépatite C est considérée comme la principale cause de cancer du foie et de greffes de foie en Europe et aux États-Unis.","Hepatitis C is considered to be the leading cause of liver cancer and liver transplants in Europe and the USA.",20,22
"5178","fr","en","L’infection par le VIH augmente le risque d’évolution, un traitement préventif permettant de réduire ce risque.","HIV infection increases the likelihood of progression while preventive therapy reduces this risk.",13,16
"7083","fr","en","L’infection par le VIH reste un problème de santé publique d'importance majeure dans l'UE/EEE.","HIV infection remains of major public health importance in the EU/EEA.",11,14
"6291","fr","en","Le VIH est un virus qui s’attaque au système immunitaire et provoque une maladie à vie grave associée à une longue période d’incubation.","HIV is a virus, which attacks the immune system and causes a lifelong severe illness with a long incubatio period.",20,23
"6750","fr","en","Le VIH est un virus qui s’attaque au système immunitaire et provoque une maladie grave à vie associée à une longue période d’incubation.","HIV is a virus, which attacks the immune system and causes a lifelong severe illness with a long incubation period.",20,23
"6233","fr","en","Comment sont traités les courriers électroniques que vous nous envoyez?","How do we treat e-mails you send us?",8,10
"5410","fr","en","les modalités selon lesquelles vous pouvez avoir accès aux informations qui vous concernent, vérifier leur exactitude et, au besoin, les corriger.","How you can access your information, verify its accuracy and, if necessary, correct it.",14,21
"5173","fr","en","Dans plusieurs pays industrialisés, une résurgence notable a cependant été observée à la fin des années 1980.","However, in several industrialised countries a considerable resurgence occurred in the late 1980s.",13,17
"6931","fr","en","Cependant, l’intolérance aux effets indésirables et l’apparition de souches résistantes restent deux sources d’inquiétude.","However, intolerance to side effects and appearance of resistant strains remain causes for concern.",14,14
"6470","fr","en","Elle peut, en revanche, provoquer une maladie mettant en jeu le pronostic vital chez les individus atteints d’une déficience du système immunitaire.","However, it may also cause life-threatening disease in individuals with impaired immune defence.",13,22
"6070","fr","en","Cependant, un essai récent réalisé au Canada montre qu'il est possible d'associer des mesures de contrôle de l'infection à une prescription d'antibiotiques optimisée.","However, recent experience from Canada shows that this may be possible by combining infection control measures combined with optimisation of antimicrobial prescribing.",22,23
"5824","fr","en","Cependant, certaines souches d’E. coli sont capables de produire une toxine susceptible de provoquer une infection grave.","However, some E.coli strains are able to produce a toxin that could produce serious infection.",15,17
"4813","fr","en","Toutefois, certains types de virus de grippe aviaire sont plus dangereux pour certains oiseaux et animaux.","However, some types of bird flu are more harmful for certain birds and animals.",14,16
"5398","fr","en","Néanmoins, on n’observe généralement aucune transmission interhumaine.","However, there is generally no transmission from one human to another.",11,7
"4811","fr","en","Néanmoins, l’infection uro-génitale à Chlamydia, souvent asymptomatique, peut être néanmoins à l’origine d’infertilité en l’absence de traitement.","However, uro-genital Chlamydia infection often remain without symptoms and can undetected cause infertility.",13,17
"5494","fr","en","Chez l’homme, la babésiose est traitée par des antibiotiques et la quinine.","Human babesiosis infection is treated with antibiotics and quinine.",9,12
"4801","fr","en","Les cas humains sont le plus souvent associés aux rats domestiques, ces derniers vivant à proximité de l’homme.","Human cases are most likely to occur when domestic rats are involved, as these live in close proximity to humans.",20,18
"6891","fr","en","L’infection de l’homme résulte en effet d’un contact direct avec un animal infecté.","Human infection results from direct contact with an infected animal.",10,13
"5394","fr","en","La transmission de l’infection à l’homme est due au Cryptosporidium parvum, une espèce à laquelle les animaux domestiques sont également sensibles.","Human infections occur due to Cryptosporidium parvum, a species that also affects domestic animals.",14,21
