"","language_a","language_b","a_text","b_text","sentence_length_b","sentence_length_a"
"272","fr","en","La trisomie 18 résulte le plus souvent d’une non-disjonction chromosomique d’origine maternelle.","Trisomy 18 most often results from a chromosomal nondisjunction of maternal origin.",12,12
"344","fr","en","En comprenant mieux ces facteurs, il sera possible de prévenir ces épisodes et d’orienter les interventions chez cette population à risque élevé.","Understanding these risk factors can assist in prevention and directed interventions for this high-risk population.",15,22
"381","fr","en","Différents biomarqueurs ont été identifiés.","Various biomarkers were identified.",4,5
"343","fr","en","Nous avons aussi observé un lien entre le risque de délire et certains types d’interventions chirurgicales.","We also identified an association between delirium risk and the specific surgical procedure performed.",14,16
"291","fr","en","Nous avons analysé des données provenant de 4447 individus âgés de 40 ans ou plus qui ont participé à une étude longitudinale dans le sous-district d'Agincourt.","We analysed data from 4447 people aged 40 years or older who were enrolled in a longitudinal study in Agincourt sub-district.",19,24
"230","fr","en","Nous avons mené 26 entrevues approfondies sur les perceptions des pourvoyeurs concernant les obstacles et les facilitateurs de l’implantation.","We conducted 26 in-depth interviews of providers' perceived barriers and facilitators to implementation.",13,19
"228","fr","en","Nous avons mené une évaluation d’implantation du système à l’aide d’une méthode mixte.","We conducted a mixed-methods evaluation of system implementation.",8,13
"319","fr","en","Nous avons mené une campagne de dépistage de l’HC chez 15 615 nouveau-nés à la wilaya de Fès au Centre- Nord du Maroc.","We conducted a screening campaign in the HC 15 615 newborns in the wilaya of Fez in north-central Morocco.",19,23
"218","fr","en","Nous décrivons notre expérience concernant l’utilisation des catégories de difficultés élaborées par Sunguya et al.","We describe our experience using the categories of challenges developed by Sunguya et al.",14,15
"97","fr","en","Nous avons recueilli les questionnaires postopératoires immédiats d’un chirurgien, d’un moniteur clinique et de 11 stagiaires après 25 chirurgies de routine.","We gathered immediate postoperative questionnaires from 1 surgeon, 1 fellow and 11 trainees following 25 routine surgical cases.",18,21
"312","fr","en","Nous avons étudié les effets d’une exposition chronique au fructose sur la fonction des cellules bêta.","We investigated the effects of chronic exposure to fructose on beta-cell function.",12,16
"128","fr","en","Un manque d’efforts en ce sens a été observé au Québec, bien que de timides mesures de sensibilisation et de promotion aient émergé.","We noted a dearth of such efforts in Quebec; however, efforts around education and promotion, while tentative, have emerged.",19,23
"98","fr","en","Nous avons réadministré le questionnaire 7 à 9 jours plus tard pour évaluer la capacité des participants à se rappeler les aspects importants des interventions.","We readministered the questionnaire 7−9 days later to assess participants’ ability to recall important aspects of the procedure.",18,25
"229","fr","en","Nous avons interrogé 81 pourvoyeurs de services sur l’ampleur de l’implantation du système dans leur agence et les facteurs qui ont facilité l’implantation.","We surveyed 81 providers about the extent of system implementation within their agencies and the factors that facilitated implementation.",19,23
"20","fr","en","Les données issues de l’enquête à indicateurs multiples menée au Pendjab en 2014 et une analyse de régression logistique multiple ont été utilisées.","We used data from the Multiple Indicator Cluster Survey Punjab 2014 and multiple logistic regression analysis.",16,23
"109","fr","en","Pourtant, les taux de greffes de reins provenant de donneurs vivants (GRDV) sont en baisse au Canada et varient beaucoup d’une province à l’autre.","Yet rates of living donation are declining in Canada and there exists significant interprovincial variability.",15,24
