"","X","Satz.1.id","Satz.1.TranslatorSource","Satz.1.BLEU","Satz.1.ROUGE","Satz.1.BLEURT","Satz.2.id","Satz.2.TranslatorSource","Satz.2.BLEU","Satz.2.ROUGE","Satz.2.BLEURT","Original","Expected","Satz.1","Satz.2","Similarity.rating.DP","Similarity.rating.TS","Comments.TS","Comments.DP","Translation.rating.TS","Wrong.translation.TS","Comments.TS.1","Similarity.rating.BLEU","Similarity.rating.ROUGE","Similarity.rating.BLEURT","testBLEU.DP.rating","testROUGE.DP.rating","testBLEURT.DP.rating","testBLEU.TS.rating","testROUGE.TS.rating","testBLEURT.TS.rating"
"76","76","8380","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000534483967306771","0.24","-0.144964829087257","26887","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000003004661","0.32","-0.1687699","Von einer Anwendung von Aerius in der Schwangerschaft und Stillzeit wird abgeraten.","If you are pregnant or nursing a baby, taking Aerius syrup is not recommended.","The use of Aerius during pregnancy and lactation is not advised.","The use of Aerius during pregnancy and lactation is not recommended.","<","<","","","=","","","<","<",">","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"77","77","8380","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000534483967306771","0.24","-0.144964829087257","45391","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000300466076572634","0.32","-0.0928592085838318","Von einer Anwendung von Aerius in der Schwangerschaft und Stillzeit wird abgeraten.","If you are pregnant or nursing a baby, taking Aerius syrup is not recommended.","The use of Aerius during pregnancy and lactation is not advised.","The use of Aerius during pregnancy and breastfeeding is not recommended.","<","<","","","=","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"78","78","26887","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000003004661","0.32","-0.1687699","45391","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000300466076572634","0.32","-0.0928592085838318","Von einer Anwendung von Aerius in der Schwangerschaft und Stillzeit wird abgeraten.","If you are pregnant or nursing a baby, taking Aerius syrup is not recommended.","The use of Aerius during pregnancy and lactation is not recommended.","The use of Aerius during pregnancy and breastfeeding is not recommended.","=","=","","","=","","",">","=","<","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"79","79","6458","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000427242167093289","0.166666666666667","0.406015336513519","61974","IBM","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000560747943862603","0.181818181818182","0.540429770946503","In diesen Fllen sollte berdacht werden, ob das Autofahren ratsam ist.","The advisability of driving should be considered in these circumstances.","In such cases, consideration should be given to whether the car driving is advisable.","In these cases, consideration should be given to whether driving is advisable.","<","<","","","=","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"80","80","6458","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000427242167093289","0.166666666666667","0.406015336513519","24965","Deepl","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006197223","0.1904762","0.4703309","In diesen Fllen sollte berdacht werden, ob das Autofahren ratsam ist.","The advisability of driving should be considered in these circumstances.","In such cases, consideration should be given to whether the car driving is advisable.","In these cases, it should be reconsidered whether driving is advisable.","<","<","","","<","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"81","81","6458","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000427242167093289","0.166666666666667","0.406015336513519","43469","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000037937921673478","0.285714285714286","0.490674674510956","In diesen Fllen sollte berdacht werden, ob das Autofahren ratsam ist.","The advisability of driving should be considered in these circumstances.","In such cases, consideration should be given to whether the car driving is advisable.","In these cases, it should be considered whether driving is advisable.","<","<","","","<","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"82","82","61974","IBM","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000560747943862603","0.181818181818182","0.540429770946503","24965","Deepl","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006197223","0.1904762","0.4703309","In diesen Fllen sollte berdacht werden, ob das Autofahren ratsam ist.","The advisability of driving should be considered in these circumstances.","In these cases, consideration should be given to whether driving is advisable.","In these cases, it should be reconsidered whether driving is advisable.","<","<","","","<","","","<","<",">","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"83","83","61974","IBM","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000560747943862603","0.181818181818182","0.540429770946503","43469","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000037937921673478","0.285714285714286","0.490674674510956","In diesen Fllen sollte berdacht werden, ob das Autofahren ratsam ist.","The advisability of driving should be considered in these circumstances.","In these cases, consideration should be given to whether driving is advisable.","In these cases, it should be considered whether driving is advisable.","<","<","","","<","","","<","<",">","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"84","84","24965","Deepl","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006197223","0.1904762","0.4703309","43469","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000037937921673478","0.285714285714286","0.490674674510956","In diesen Fllen sollte berdacht werden, ob das Autofahren ratsam ist.","The advisability of driving should be considered in these circumstances.","In these cases, it should be reconsidered whether driving is advisable.","In these cases, it should be considered whether driving is advisable.","<","<","","","=","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"85","85","57142","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000834060433022243","0.166666666666667","-0.449672073125839","1627","CEF","0","0.173913043478261","0.660631358623505","Sehr pltzlich kann Erbrechen auftreten, das hufig zu betrchtlichem Flssigkeitsverlust fhrt.","Vomiting can be sudden and frequent resulting in remarkable fluid loss.","Very suddenly, vomation can occur, which often leads to considerable loss of fluid.","Very suddenly vomiting may occur, often leading to significant loss of fluid.","<","<","Ich vermute mal, der erste Satz ist immer CEF? Dann hrt sich die CEF bersetzung hufig nicht so rund wie die anderen an. Tatschlich finde ich die letzten beiden hufig am besten. Frs nchste Mal knnte man die Stze noch zufllig anordnen :-) (EDIT: Gut, dass das schon passiert :D)","","","","",">","<","<","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
"86","86","57142","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000834060433022243","0.166666666666667","-0.449672073125839","20133","Deepl","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000819075705208823","0.454545454545455","0.731394290924072","Sehr pltzlich kann Erbrechen auftreten, das hufig zu betrchtlichem Flssigkeitsverlust fhrt.","Vomiting can be sudden and frequent resulting in remarkable fluid loss.","Very suddenly, vomation can occur, which often leads to considerable loss of fluid.","Vomiting may occur very suddenly, often resulting in considerable fluid loss.","<","<","","","<","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"87","87","57142","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000834060433022243","0.166666666666667","-0.449672073125839","38637","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000819075705208823","0.454545454545455","0.740315496921539","Sehr pltzlich kann Erbrechen auftreten, das hufig zu betrchtlichem Flssigkeitsverlust fhrt.","Vomiting can be sudden and frequent resulting in remarkable fluid loss.","Very suddenly, vomation can occur, which often leads to considerable loss of fluid.","Vomiting may occur very suddenly, often resulting in significant fluid loss.","<","<","","","<","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"88","88","1627","CEF","0","0.173913043478261","0.660631358623505","20133","Deepl","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000819075705208823","0.454545454545455","0.731394290924072","Sehr pltzlich kann Erbrechen auftreten, das hufig zu betrchtlichem Flssigkeitsverlust fhrt.","Vomiting can be sudden and frequent resulting in remarkable fluid loss.","Very suddenly vomiting may occur, often leading to significant loss of fluid.","Vomiting may occur very suddenly, often resulting in considerable fluid loss.","<","<","","","=","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"89","89","1627","CEF","0","0.173913043478261","0.660631358623505","38637","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000819075705208823","0.454545454545455","0.740315496921539","Sehr pltzlich kann Erbrechen auftreten, das hufig zu betrchtlichem Flssigkeitsverlust fhrt.","Vomiting can be sudden and frequent resulting in remarkable fluid loss.","Very suddenly vomiting may occur, often leading to significant loss of fluid.","Vomiting may occur very suddenly, often resulting in significant fluid loss.","<","<","","","=","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"90","90","20133","Deepl","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000819075705208823","0.454545454545455","0.731394290924072","38637","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000819075705208823","0.454545454545455","0.740315496921539","Sehr pltzlich kann Erbrechen auftreten, das hufig zu betrchtlichem Flssigkeitsverlust fhrt.","Vomiting can be sudden and frequent resulting in remarkable fluid loss.","Vomiting may occur very suddenly, often resulting in considerable fluid loss.","Vomiting may occur very suddenly, often resulting in significant fluid loss.","=","=","","interessant das beide 1:1 identisch sind","=","","","=","=","<","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"91","91","42485","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126270761380806","0.166666666666667","-0.352346122264862","23981","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001262708","0.1666667","-0.05151726","Ein Diabetiker sollte deshalb immer einige zuckerhaltige Lebensmittel bei sich haben.","It is therefore recommended that the diabetic patient always carries sugar containing products.","A diabetic should therefore always have some sugary foods with him.","A diabetic should therefore always have some sugary foods with them.","=","=","Ist gendern im Singular mit ""them"" eigentlich valide? Ich vermute mal ja, sonst wrde ich sagen Satz.1 > Satz.2","""Diabetiker"" -> Mensch mit Diabetes","=","","Ist gendern im Singular mit ""them"" eigentlich valide? Ich vermute mal ja, sonst wrde ich sagen Satz.1 > Satz.2","<","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"92","92","42485","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126270761380806","0.166666666666667","-0.352346122264862","60990","IBM","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000114098512981033","0.25","0.0520242266356945","Ein Diabetiker sollte deshalb immer einige zuckerhaltige Lebensmittel bei sich haben.","It is therefore recommended that the diabetic patient always carries sugar containing products.","A diabetic should therefore always have some sugary foods with him.","Therefore, a diabetic should always have some sugary foods with them.","<","=","","","=","","",">","<","<","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"93","93","42485","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126270761380806","0.166666666666667","-0.352346122264862","5474","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000596906164353097","0.416666666666667","0.349976450204849","Ein Diabetiker sollte deshalb immer einige zuckerhaltige Lebensmittel bei sich haben.","It is therefore recommended that the diabetic patient always carries sugar containing products.","A diabetic should therefore always have some sugary foods with him.","A diabetic patient should therefore always have some sugar-containing foods.","<","<","","","=","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"94","94","23981","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001262708","0.1666667","-0.05151726","60990","IBM","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000114098512981033","0.25","0.0520242266356945","Ein Diabetiker sollte deshalb immer einige zuckerhaltige Lebensmittel bei sich haben.","It is therefore recommended that the diabetic patient always carries sugar containing products.","A diabetic should therefore always have some sugary foods with them.","Therefore, a diabetic should always have some sugary foods with them.","<","=","","","=","","",">","<","<","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"95","95","23981","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001262708","0.1666667","-0.05151726","5474","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000596906164353097","0.416666666666667","0.349976450204849","Ein Diabetiker sollte deshalb immer einige zuckerhaltige Lebensmittel bei sich haben.","It is therefore recommended that the diabetic patient always carries sugar containing products.","A diabetic should therefore always have some sugary foods with them.","A diabetic patient should therefore always have some sugar-containing foods.","<","<","","","=","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"96","96","60990","IBM","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000114098512981033","0.25","0.0520242266356945","5474","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000596906164353097","0.416666666666667","0.349976450204849","Ein Diabetiker sollte deshalb immer einige zuckerhaltige Lebensmittel bei sich haben.","It is therefore recommended that the diabetic patient always carries sugar containing products.","Therefore, a diabetic should always have some sugary foods with them.","A diabetic patient should therefore always have some sugar-containing foods.","<","<","","","=","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"97","97","60375","IBM","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100036883222882","0.181818181818182","0.144324377179146","23366","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000369","0.1818182","0.13875","Die erhhten Insulinspiegel normalisierten sich nach Einnahme der Mahlzeit.","This resulted in a blood glucose-lowering effect throughout the meal period.","The increased insulin levels were normalised after taking the meal.","The elevated insulin levels normalized after ingestion of the meal.","E","E","""ingestion"" sounds funny but is correct (I guess)","zu ""umgangssprachlich"" uebersetzt","<","","""ingestion"" sounds funny but is correct (I guess)","<","<",">","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"98","98","60375","IBM","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100036883222882","0.181818181818182","0.144324377179146","41870","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100036883222882","0.19047619047619","0.160404622554779","Die erhhten Insulinspiegel normalisierten sich nach Einnahme der Mahlzeit.","This resulted in a blood glucose-lowering effect throughout the meal period.","The increased insulin levels were normalised after taking the meal.","The increased insulin levels normalized after taking the meal.","E","E","","","<","","","=","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"99","99","60375","IBM","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100036883222882","0.181818181818182","0.144324377179146","4859","CEF","0","0.210526315789474","-0.24910669028759","Die erhhten Insulinspiegel normalisierten sich nach Einnahme der Mahlzeit.","This resulted in a blood glucose-lowering effect throughout the meal period.","The increased insulin levels were normalised after taking the meal.","The increased insulin levels resolved with meals.","E","E","","",">","Satz.2","",">","<",">","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"100","100","23366","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000369","0.1818182","0.13875","41870","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100036883222882","0.19047619047619","0.160404622554779","Die erhhten Insulinspiegel normalisierten sich nach Einnahme der Mahlzeit.","This resulted in a blood glucose-lowering effect throughout the meal period.","The elevated insulin levels normalized after ingestion of the meal.","The increased insulin levels normalized after taking the meal.","E","E","","","=","","",">","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"101","101","23366","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000369","0.1818182","0.13875","4859","CEF","0","0.210526315789474","-0.24910669028759","Die erhhten Insulinspiegel normalisierten sich nach Einnahme der Mahlzeit.","This resulted in a blood glucose-lowering effect throughout the meal period.","The elevated insulin levels normalized after ingestion of the meal.","The increased insulin levels resolved with meals.","E","E","","",">","","",">","<",">","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"102","102","41870","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100036883222882","0.19047619047619","0.160404622554779","4859","CEF","0","0.210526315789474","-0.24910669028759","Die erhhten Insulinspiegel normalisierten sich nach Einnahme der Mahlzeit.","This resulted in a blood glucose-lowering effect throughout the meal period.","The increased insulin levels normalized after taking the meal.","The increased insulin levels resolved with meals.","E","E","","",">","","",">","<",">","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"103","103","59571","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000855251562480814","0.1875","0.215125203132629","4055","CEF","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000997489681780631","0.2","0.162588149309158","Bei Neugeborenen und Kleinkindern wird empfohlen, in den anterolateralen Bereich des Oberschenkels zu impfen.","The anterolateral thigh is the preferred site for injection in neonates and infants.","In the case of newborns and infants, it is recommended to vaccinate into the anterolateral area of the thigh.","In newborn babies and infants, it is recommended to vaccinate around the anterolateral part of the thigh.",">","=","","",">","Satz.2","","<","<",">","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"104","104","59571","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000855251562480814","0.1875","0.215125203132629","41066","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105471692509326","0.2","0.235533952713013","Bei Neugeborenen und Kleinkindern wird empfohlen, in den anterolateralen Bereich des Oberschenkels zu impfen.","The anterolateral thigh is the preferred site for injection in neonates and infants.","In the case of newborns and infants, it is recommended to vaccinate into the anterolateral area of the thigh.","It is recommended that newborns and young children be vaccinated in the anterolateral area of the thigh.",">",">","","","=","","","<","<","<","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"105","105","59571","IBM","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000855251562480814","0.1875","0.215125203132629","22562","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001139051","0.2068966","0.00653195","Bei Neugeborenen und Kleinkindern wird empfohlen, in den anterolateralen Bereich des Oberschenkels zu impfen.","The anterolateral thigh is the preferred site for injection in neonates and infants.","In the case of newborns and infants, it is recommended to vaccinate into the anterolateral area of the thigh.","In newborns and infants, it is recommended to inoculate in the anterolateral region of the thigh.","=","=","","","=","","","<","<",">","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"106","106","4055","CEF","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000997489681780631","0.2","0.162588149309158","41066","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105471692509326","0.2","0.235533952713013","Bei Neugeborenen und Kleinkindern wird empfohlen, in den anterolateralen Bereich des Oberschenkels zu impfen.","The anterolateral thigh is the preferred site for injection in neonates and infants.","In newborn babies and infants, it is recommended to vaccinate around the anterolateral part of the thigh.","It is recommended that newborns and young children be vaccinated in the anterolateral area of the thigh.","=",">","""Around the"" could be misleading (first sentence)","","<","","""Around the"" could be misleading (first sentence)","<","=","<","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"107","107","4055","CEF","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000997489681780631","0.2","0.162588149309158","22562","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001139051","0.2068966","0.00653195","Bei Neugeborenen und Kleinkindern wird empfohlen, in den anterolateralen Bereich des Oberschenkels zu impfen.","The anterolateral thigh is the preferred site for injection in neonates and infants.","In newborn babies and infants, it is recommended to vaccinate around the anterolateral part of the thigh.","In newborns and infants, it is recommended to inoculate in the anterolateral region of the thigh.","<","=","","","<","","","<","<",">","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"108","108","41066","Google","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105471692509326","0.2","0.235533952713013","22562","Deepl","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001139051","0.2068966","0.00653195","Bei Neugeborenen und Kleinkindern wird empfohlen, in den anterolateralen Bereich des Oberschenkels zu impfen.","The anterolateral thigh is the preferred site for injection in neonates and infants.","It is recommended that newborns and young children be vaccinated in the anterolateral area of the thigh.","In newborns and infants, it is recommended to inoculate in the anterolateral region of the thigh.","<","<","","","=","","","<","<",">","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"109","109","4064","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000593140006869466","0.193548387096774","0.336377918720245","41075","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000838826642100846","0.25","0.331702381372452","Bei Patienten mit eingeschrnkter Leberfunktion wird eine engmaschige berwachung der Sirolimus- Talspiegel im Vollblut empfohlen.","In hepatically impaired patients, it is recommended that sirolimus whole blood trough levels be closely monitored.","Close monitoring of sirolimus trough blood levels is recommended in patients with reduced liver function.","Close monitoring of whole blood sirolimus trough levels is recommended in patients with impaired liver function.","<","<","","","=","","","<","<",">","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"110","110","4064","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000593140006869466","0.193548387096774","0.336377918720245","22571","Deepl","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005790959","0.3030303","0.066943","Bei Patienten mit eingeschrnkter Leberfunktion wird eine engmaschige berwachung der Sirolimus- Talspiegel im Vollblut empfohlen.","In hepatically impaired patients, it is recommended that sirolimus whole blood trough levels be closely monitored.","Close monitoring of sirolimus trough blood levels is recommended in patients with reduced liver function.","In patients with impaired liver function, close monitoring of sirolimus valley levels in whole blood is recommended.",">",">","","valley -> Tal",">","Satz.2","",">","<",">","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE"
"111","111","4064","CEF","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000593140006869466","0.193548387096774","0.336377918720245","59580","IBM","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000712042630315047","0.303030303030303","0.355968832969666","Bei Patienten mit eingeschrnkter Leberfunktion wird eine engmaschige berwachung der Sirolimus- Talspiegel im Vollblut empfohlen.","In hepatically impaired patients, it is recommended that sirolimus whole blood trough levels be closely monitored.","Close monitoring of sirolimus trough blood levels is recommended in patients with reduced liver function.","In patients with impaired liver function, close monitoring of sirolimus trough levels in whole blood is recommended.","<","<","","","=","","","<","<","<","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"112","112","41075","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000838826642100846","0.25","0.331702381372452","22571","Deepl","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005790959","0.3030303","0.066943","Bei Patienten mit eingeschrnkter Leberfunktion wird eine engmaschige berwachung der Sirolimus- Talspiegel im Vollblut empfohlen.","In hepatically impaired patients, it is recommended that sirolimus whole blood trough levels be closely monitored.","Close monitoring of whole blood sirolimus trough levels is recommended in patients with impaired liver function.","In patients with impaired liver function, close monitoring of sirolimus valley levels in whole blood is recommended.",">",">","","",">","","",">","<",">","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE"
"113","113","41075","Google","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000838826642100846","0.25","0.331702381372452","59580","IBM","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000712042630315047","0.303030303030303","0.355968832969666","Bei Patienten mit eingeschrnkter Leberfunktion wird eine engmaschige berwachung der Sirolimus- Talspiegel im Vollblut empfohlen.","In hepatically impaired patients, it is recommended that sirolimus whole blood trough levels be closely monitored.","Close monitoring of whole blood sirolimus trough levels is recommended in patients with impaired liver function.","In patients with impaired liver function, close monitoring of sirolimus trough levels in whole blood is recommended.","<","<","","","=","","",">","<","<","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
